Datum;Bestellung;Versand Land;Versandort;Produkt;Nettomenge;Bruttoumsatz
17.12.20;#3192;Austria;Sieghartskirchen;Alaunstein;1;8.610
17.12.20;#3219;Germany;Gundheim;Alaunstein;1;8.610
17.12.20;#3226;Germany;Leimen;Alaunstein;2;17.220
17.12.20;#3236;Germany;Magdeburg;Alaunstein;1;8.610
17.12.20;#3248;Germany;Wermelskirchen;Alaunstein;1;8.610
17.12.20;#3251;Germany;Kamp Lintfort;Alaunstein;1;8.610
17.12.20;#3252;Germany;Schermbeck;Alaunstein;1;8.610
17.12.20;#3266;Germany;Aurich;Alaunstein;1;8.610
17.12.20;#3278;Austria;Hörfarth;Alaunstein;1;8.610
17.12.20;#3280;Germany;Meßstetten;Alaunstein;1;8.610
18.12.20;#3313;Germany;Ahaus;Alaunstein;1;8.610
18.12.20;#3334;Germany;Bremen;Alaunstein;1;8.610
18.12.20;#3341;Germany;Brüggen;Alaunstein;1;8.610
18.12.20;#3358;Germany;Wildau;Alaunstein;1;8.610
19.12.20;#3371;Germany;Bergheim;Alaunstein;1;8.610
20.12.20;#3402;Germany;Frauenau;Alaunstein;1;8.610
20.12.20;#3403;Germany;Schwarzenbach;Alaunstein;1;8.610
20.12.20;#3408;Germany;Oberhausen;Alaunstein;1;8.610
20.12.20;#3416;France;La Courneuve;Alaunstein;1;8.610
21.12.20;#3420;Germany;Lahr;Alaunstein;1;8.610
21.12.20;#3428;Germany;Hamburg;Alaunstein;1;8.610
21.12.20;#3430;Germany;Drebber;Alaunstein;1;8.610
22.12.20;#3438;Germany;Winnenden (Württemberg);Alaunstein;1;8.610
22.12.20;#3441;Germany;Bad Schmiedeberg;Alaunstein;1;8.610
25.12.20;#3460;Germany;Ochsendorf;Alaunstein;1;8.610
25.12.20;#3461;Germany;Braunschweig;Alaunstein;1;8.610
25.12.20;#3467;Germany;Essen;Alaunstein;1;8.610
25.12.20;#3468;Germany;Aalen;Alaunstein;1;8.600
26.12.20;#3472;Germany;Bremen;Alaunstein;1;8.610
27.12.20;#3487;Germany;Paderborn;Alaunstein;1;8.610
27.12.20;#3497;Germany;Essen;Alaunstein;1;8.610
27.12.20;#3498;Germany;Münster;Alaunstein;1;8.610
28.12.20;#3504;Germany;Braunschweig;Alaunstein;2;17.220
28.12.20;#3508;Germany;Cottbus;Alaunstein;1;8.610
29.12.20;#3520;Germany;Gleschendorf;Alaunstein;1;8.610
30.12.20;#3529;Germany;Sprockhövel;Alaunstein;1;8.610
30.12.20;#3533;Germany;Reutlingen;Alaunstein;1;8.610
31.12.20;#3538;Germany;Breidenbach;Alaunstein;1;8.610
01.01.21;#3546;Germany;Alsbach Hähnlein;Alaunstein;1;8.390
01.01.21;#3551;Germany;Felsberg;Alaunstein;1;8.390
01.01.21;#3552;Germany;Haiming;Alaunstein;1;8.380
02.01.21;#3554;Germany;Frankenthal;Alaunstein;1;8.390
02.01.21;#3555;Germany;Köln;Alaunstein;1;8.390
02.01.21;#3558;Germany;Syke;Alaunstein;1;8.380
02.01.21;#3559;Germany;Hürth;Alaunstein;1;8.390
03.01.21;#3566;Germany;Rüsselsheim;Alaunstein;1;8.390
03.01.21;#3569;Germany;Schwarzach A. Main;Alaunstein;1;8.390
05.01.21;#3587;Germany;Eppstein;Alaunstein;1;8.390
05.01.21;#3591;Germany;Isernhagen;Alaunstein;1;8.390
05.01.21;#3592;Austria;Wildon;Alaunstein;1;8.390
06.01.21;#3596;Germany;Geseke;Alaunstein;1;8.380
06.01.21;#3597;Germany;Heiligenhafen;Alaunstein;1;8.380
07.01.21;#3602;Germany;Pfaffenhofen;Alaunstein;1;8.390
07.01.21;#3605;Germany;Huettenberg;Alaunstein;1;8.380
08.01.21;#3609;Germany;Duisburg;Alaunstein;1;8.390
08.01.21;#3615;Germany;Bürstadt;Alaunstein;1;8.390
09.01.21;#3623;Germany;Isny Rohrdorf;Alaunstein;1;8.390
09.01.21;#3627;Germany;Lauf An Der Pegnitz;Alaunstein;1;8.390
10.01.21;#3629;Germany;Augsburg;Alaunstein;1;8.390
10.01.21;#3632;Germany;Göttingen;Alaunstein;1;8.380
10.01.21;#3643;Germany;Calw;Alaunstein;1;8.390
10.01.21;#3645;Germany;Wesel;Alaunstein;1;8.380
11.01.21;#3654;Germany;Wiesbaden;Alaunstein;1;8.390
12.01.21;#3665;Germany;St. Katharinen;Alaunstein;1;8.380
13.01.21;#3669;Germany;Wassenberg;Alaunstein;1;8.390
14.01.21;#3688;Germany;Offenbach Am Main;Alaunstein;1;8.380
15.01.21;#3690;Germany;Wadersloh;Alaunstein;1;8.390
15.01.21;#3695;Germany;Biberach;Alaunstein;1;8.390
17.01.21;#3714;Germany;Fürstenwalde;Alaunstein;1;8.390
17.01.21;#3715;Germany;Stade;Alaunstein;1;8.390
18.01.21;#3722;Germany;Kevelaer;Alaunstein;1;8.390
18.01.21;#3727;Germany;München;Alaunstein;1;8.380
19.01.21;#3736;Germany;Rosenheim;Alaunstein;1;8.390
20.01.21;#3745;Germany;Käthe Kollwitz Str;Alaunstein;1;8.390
21.01.21;#3751;Germany;Adelebsen;Alaunstein;1;8.390
22.01.21;#3761;Germany;Abstatt;Alaunstein;2;16.790
22.01.21;#3766;Germany;Neuried;Alaunstein;1;8.380
23.01.21;#3776;Germany;Senftenberg;Alaunstein;1;8.390
23.01.21;#3777;Germany;Darmstadt;Alaunstein;1;8.390
24.01.21;#3779;Germany;Nürnberg;Alaunstein;1;8.380
24.01.21;#3783;Germany;Bad Arolsen Mengeringhausen;Alaunstein;1;8.390
24.01.21;#3796;Germany;Neu Isenburg;Alaunstein;1;8.390
25.01.21;#3804;Germany;Trebur;Alaunstein;1;8.380
26.01.21;#3822;Germany;Breitbrunn;Alaunstein;1;8.390
27.01.21;#3826;Germany;Duisburg;Alaunstein;1;8.390
27.01.21;#3829;Germany;Pastetten;Alaunstein;1;8.390
28.01.21;#3847;Germany;Chemnitz;Alaunstein;1;8.390
30.01.21;#3861;Germany;Varchentin;Alaunstein;1;8.390
30.01.21;#3864;Germany;Bretten;Alaunstein;1;8.390
30.01.21;#3865;Germany;Moosinning;Alaunstein;1;8.390
31.01.21;#3873;Germany;Friedberg;Alaunstein;1;8.390
01.02.21;#3881;Germany;Stolpe;Alaunstein;1;8.390
01.02.21;#3883;Germany;M�Nsingen;Alaunstein;1;8.390
02.02.21;#3900;Germany;Wenzenbach;Alaunstein;1;8.390
02.02.21;#3905;Germany;Hohenlinden;Alaunstein;1;8.390
03.02.21;#3911;Germany;Langenselbold;Alaunstein;1;8.380
04.02.21;#3919;Germany;Chemnitz;Alaunstein;1;8.390
04.02.21;#3922;Germany;Detmold;Alaunstein;1;8.390
04.02.21;#3926;Germany;Ettlingen;Alaunstein;1;8.390
05.02.21;#3936;Germany;Hamburg;Alaunstein;1;8.390
07.02.21;#3951;Germany;Dresden;Alaunstein;1;8.390
07.02.21;#3953;Germany;Weingarten;Alaunstein;1;8.390
07.02.21;#3954;Germany;Königswinter;Alaunstein;1;8.390
07.02.21;#3959;Germany;Giebelstadt;Alaunstein;1;8.390
08.02.21;#3966;Germany;Frensdorf;Alaunstein;1;8.390
10.02.21;#3989;Germany;Bremen;Alaunstein;1;8.390
10.02.21;#3996;Germany;Neustadt;Alaunstein;1;8.390
10.02.21;#4000;Germany;Bad Kreuznach;Alaunstein;1;8.390
10.02.21;#4001;Germany;St.leon Rot;Alaunstein;1;8.390
11.02.21;#4010;Germany;Koeln;Alaunstein;1;8.390
11.02.21;#4020;Germany;Grevenbroich;Alaunstein;1;8.380
12.02.21;#4030;Germany;Oelde;Alaunstein;1;8.390
12.02.21;#4037;Germany;Kuppenheim;Alaunstein;1;8.390
13.02.21;#4065;Germany;Hamburg;Alaunstein;1;8.380
14.02.21;#4084;Germany;Köln;Alaunstein;1;8.390
15.02.21;#4098;Germany;Ursensollen Hausen;Alaunstein;1;8.390
15.02.21;#4100;Germany;Übach Palenberg;Alaunstein;1;8.390
15.02.21;#4107;Germany;Weil Am Rhein;Alaunstein;1;9.990
16.02.21;#4118;Germany;Altrandsberg;Alaunstein;1;8.390
17.02.21;#4146;Germany;Rehau;Alaunstein;1;8.390
18.02.21;#4158;Germany;Inning Am Holz;Alaunstein;1;8.390
19.02.21;#4161;Germany;Bochum;Alaunstein;1;8.380
19.02.21;#4162;Germany;Pforzheim;Alaunstein;1;8.390
19.02.21;#4163;Germany;Wolfsburg;Alaunstein;1;8.380
20.02.21;#4200;Germany;Bovenden;Alaunstein;1;8.390
20.02.21;#4204;Germany;Neuss;Alaunstein;1;8.380
21.02.21;#4206;Germany;Fehmarn;Alaunstein;1;8.390
21.02.21;#4213;Germany;Böblingen;Alaunstein;1;8.390
21.02.21;#4230;Germany;Oldenburg In Holstein;Alaunstein;1;8.380
23.02.21;#4262;Germany;Waldenburg;Alaunstein;1;8.390
23.02.21;#4264;Germany;Mechernich;Alaunstein;1;8.380
23.02.21;#4269;Germany;Katlenburg Lindau;Alaunstein;1;8.380
23.02.21;#4271;Germany;Willich;Alaunstein;1;8.390
24.02.21;#4286;Germany;Brauneberg;Alaunstein;1;8.390
24.02.21;#4289;Germany;Bad Wimpfen;Alaunstein;1;8.390
25.02.21;#4316;Germany;Menden;Alaunstein;1;8.390
25.02.21;#4320;Germany;Bad Homburg;Alaunstein;1;8.390
26.02.21;#4327;Germany;Aachen;Alaunstein;1;8.390
26.02.21;#4328;Germany;Triberg;Alaunstein;1;8.390
26.02.21;#4332;Germany;Dillenburg;Alaunstein;1;8.390
26.02.21;#4336;Germany;Alzenau Michelbach;Alaunstein;1;8.390
26.02.21;#4349;Germany;Osnabrück;Alaunstein;1;8.380
26.02.21;#4352;Germany;Steinenbronn;Alaunstein;1;8.390
26.02.21;#4356;Germany;Edemissen;Alaunstein;1;8.390
27.02.21;#4365;Germany;Köln;Alaunstein;1;8.380
27.02.21;#4366;Germany;Berlin;Alaunstein;1;8.390
27.02.21;#4378;Germany;Bell;Alaunstein;1;8.390
27.02.21;#4386;Germany;Regenstauf;Alaunstein;1;8.380
27.02.21;#4396;Germany;Nürnberg;Alaunstein;1;8.390
27.02.21;#4403;Germany;Eiselfing;Alaunstein;1;8.390
28.02.21;#4413;Germany;Coburg;Alaunstein;1;8.390
28.02.21;#4443;Germany;Schwaig Bei Nürnberg;Alaunstein;1;8.390
28.02.21;#4445;Germany;Giebelstadr;Alaunstein;1;8.390
01.03.21;#4454;Germany;Berlin;Alaunstein;1;8.390
01.03.21;#4465;Germany;Sindelfingen;Alaunstein;1;8.390
01.03.21;#4471;Germany;Peine/Handorf;Alaunstein;1;8.390
02.03.21;#4488;Germany;Castrop Rauxel;Alaunstein;1;8.390
02.03.21;#4501;Germany;Düsseldorf;Alaunstein;1;8.390
02.03.21;#4507;Germany;Borgstedt;Alaunstein;1;8.380
02.03.21;#4510;Germany;Nordrhein Westfalen Gelsenkirchen;Alaunstein;2;16.790
02.03.21;#4524;Germany;Köln;Alaunstein;1;8.390
03.03.21;#4559;Germany;Oyten;Alaunstein;1;8.380
03.03.21;#4563;Germany;Springe;Alaunstein;1;8.390
04.03.21;#4583;Germany;Düsseldorf;Alaunstein;1;8.380
04.03.21;#4593;Germany;Roes;Alaunstein;1;8.380
04.03.21;#4604;Germany;Hamminkeln;Alaunstein;1;8.390
04.03.21;#4610;Germany;Hamburg;Alaunstein;1;8.390
04.03.21;#4617;Germany;Schwabach;Alaunstein;1;8.380
05.03.21;#4644;Germany;Wurmberg;Alaunstein;1;8.390
05.03.21;#4652;Germany;Arnbruck;Alaunstein;1;8.380
05.03.21;#4656;Germany;Berlin;Alaunstein;1;8.380
06.03.21;#4669;Germany;Osterrönfeld;Alaunstein;1;8.390
06.03.21;#4683;Germany;Hinrichshagen;Alaunstein;1;8.390
06.03.21;#4694;Germany;Hagen;Alaunstein;1;8.390
06.03.21;#4695;Germany;Norderstedt;Alaunstein;1;8.390
07.03.21;#4705;Germany;Blindheim;Alaunstein;1;8.390
07.03.21;#4708;Germany;Eisenach;Alaunstein;1;8.380
07.03.21;#4726;Germany;Hamburg;Alaunstein;1;8.390
07.03.21;#4734;Germany;Pahlen;Alaunstein;1;8.390
07.03.21;#4742;Germany;Norden;Alaunstein;1;8.380
07.03.21;#4744;Germany;Kirkel;Alaunstein;1;8.380
08.03.21;#4775;Germany;Bad Sassendorf;Alaunstein;1;8.390
08.03.21;#4785;Germany;Falkenberg;Alaunstein;1;8.390
09.03.21;#4796;Germany;Eichendorf;Alaunstein;1;8.380
09.03.21;#4803;Germany;Sinzig;Alaunstein;1;8.390
09.03.21;#4813;Germany;Erkrath;Alaunstein;1;9.990
09.03.21;#4835;Germany;Nörvenich;Alaunstein;1;8.390
10.03.21;#4838;Germany;Brühl;Alaunstein;1;8.390
10.03.21;#4839;Germany;Plau Am See;Alaunstein;1;8.390
10.03.21;#4845;Germany;Harburg;Alaunstein;1;8.380
10.03.21;#4846;Germany;Drensteinfurt;Alaunstein;1;8.380
10.03.21;#4856;Germany;Ottobrunn;Alaunstein;1;8.380
10.03.21;#4878;Germany;Stollberg;Alaunstein;1;8.380
11.03.21;#4924;Germany;Hamburg;Alaunstein;1;8.380
11.03.21;#4931;Germany;Hamburg;Alaunstein;1;8.390
12.03.21;#4957;Germany;Osterode;Alaunstein;1;8.390
12.03.21;#4958;Germany;Regensburg;Alaunstein;1;8.390
12.03.21;#4959;Germany;Lüneburg;Alaunstein;1;8.390
12.03.21;#4984;Germany;Lohbarbek;Alaunstein;1;8.390
12.03.21;#5005;Germany;Bad Staffelstein;Alaunstein;1;8.390
13.03.21;#5010;Germany;Dinslaken;Alaunstein;1;8.380
13.03.21;#5012;Germany;Stegaurach;Alaunstein;1;8.390
13.03.21;#5013;Germany;Zschorlau;Alaunstein;1;8.390
13.03.21;#5025;Germany;Ravensburg;Alaunstein;1;8.390
13.03.21;#5027;Germany;Seevetal Maschen;Alaunstein;1;8.380
13.03.21;#5037;Germany;Rohlstorf;Alaunstein;1;8.390
13.03.21;#5040;Germany;Remshalden;Alaunstein;1;8.390
13.03.21;#5058;Germany;Waldkirch;Alaunstein;1;8.390
13.03.21;#5059;Germany;Bempflingen;Alaunstein;1;8.380
13.03.21;#5076;Germany;Ladbergen;Alaunstein;1;8.390
13.03.21;#5078;Germany;Cuxhaven;Alaunstein;1;8.390
14.03.21;#5108;Germany;Schalkham;Alaunstein;1;8.390
14.03.21;#5113;Germany;Witzhave;Alaunstein;1;8.390
14.03.21;#5118;Germany;Siegen;Alaunstein;1;8.380
14.03.21;#5120;Germany;Frankfurt;Alaunstein;1;8.390
14.03.21;#5121;Germany;Schwalbach;Alaunstein;1;8.390
14.03.21;#5143;Germany;Vaihingen An Der Enz;Alaunstein;1;8.390
14.03.21;#5166;Germany;Cuxhaven;Alaunstein;1;8.380
14.03.21;#5172;Germany;Gummersbach;Alaunstein;1;8.390
15.03.21;#5191;Germany;Großwallstadt;Alaunstein;1;8.390
15.03.21;#5207;Germany;Bochum;Alaunstein;1;8.380
15.03.21;#5235;Germany;Wilsdruff;Alaunstein;1;8.380
16.03.21;#5250;Germany;Mönchengladbach;Alaunstein;1;8.390
16.03.21;#5256;Germany;Wernges;Alaunstein;1;8.390
16.03.21;#5267;Germany;Landesbergen;Alaunstein;1;8.390
16.03.21;#5270;Germany;Wiernsheim;Alaunstein;1;8.380
16.03.21;#5278;Germany;Regnitzlosau;Alaunstein;1;8.390
16.03.21;#5291;Germany;Ziemetshausen;Alaunstein;1;8.390
16.03.21;#5296;Germany;Freising;Alaunstein;1;8.380
16.03.21;#5300;Germany;Dobersdorf;Alaunstein;1;8.380
16.03.21;#5309;Germany;Herbertingen;Alaunstein;1;8.390
16.03.21;#5311;Germany;Gelsenkirchen;Alaunstein;1;8.390
16.03.21;#5312;Germany;Dormagen;Alaunstein;1;8.390
16.03.21;#5313;Germany;Ködnitz;Alaunstein;1;8.380
16.03.21;#5317;Germany;Sankt Augustin;Alaunstein;1;8.390
17.03.21;#5332;Germany;Leverkusen;Alaunstein;1;8.390
17.03.21;#5351;Germany;Wiesbaden;Alaunstein;1;8.390
17.03.21;#5356;Germany;Stendal;Alaunstein;1;8.390
17.03.21;#5358;Germany;Wiesbaden;Alaunstein;1;8.380
17.03.21;#5370;Germany;Freital;Alaunstein;1;8.390
17.03.21;#5373;Germany;Erbendorf;Alaunstein;1;8.390
18.03.21;#5379;Germany;Solingen;Alaunstein;1;8.380
18.03.21;#5383;Germany;Pulheim;Alaunstein;1;8.390
18.03.21;#5387;Germany;Elsenfeld;Alaunstein;1;8.380
18.03.21;#5388;Germany;Biedenkopf;Alaunstein;1;8.390
18.03.21;#5405;Germany;Tuttlingen;Alaunstein;1;8.380
18.03.21;#5413;Germany;Kösching;Alaunstein;1;8.380
18.03.21;#5427;Germany;Leverkusen;Alaunstein;1;8.380
18.03.21;#5430;Germany;Berlin;Alaunstein;1;8.390
18.03.21;#5432;Germany;Spaichingen;Alaunstein;1;8.380
19.03.21;#5444;Germany;Neuching;Alaunstein;1;8.390
19.03.21;#5449;Germany;Hannover;Alaunstein;1;8.390
19.03.21;#5452;Germany;Berlin;Alaunstein;1;8.390
19.03.21;#5462;Germany;Seelbach;Alaunstein;1;8.390
19.03.21;#5480;Germany;Rostock;Alaunstein;1;8.390
19.03.21;#5484;Germany;Moers;Alaunstein;1;8.380
19.03.21;#5490;Germany;Ebsdorfergrund;Alaunstein;1;8.390
19.03.21;#5502;Germany;Heinsen;Alaunstein;1;8.390
19.03.21;#5506;Germany;Enger;Alaunstein;1;8.390
19.03.21;#5507;Germany;Mössingen;Alaunstein;1;8.390
20.03.21;#5509;Germany;Traunstein;Alaunstein;1;8.380
20.03.21;#5522;Germany;Bremen;Alaunstein;1;8.390
20.03.21;#5532;Germany;Singen;Alaunstein;1;8.390
20.03.21;#5536;Germany;Dortmund;Alaunstein;1;8.390
20.03.21;#5539;Germany;Schwetzingen;Alaunstein;1;8.390
20.03.21;#5547;Germany;Weeze;Alaunstein;1;8.380
20.03.21;#5556;Germany;Langenhagen;Alaunstein;1;8.390
20.03.21;#5562;Germany;Norderstedt;Alaunstein;1;8.380
20.03.21;#5563;Germany;Steinwiesen;Alaunstein;1;8.390
20.03.21;#5575;Germany;Meschede;Alaunstein;1;8.390
21.03.21;#5593;Germany;Linkenheim Hochstetten;Alaunstein;1;8.390
21.03.21;#5616;Germany;München;Alaunstein;1;8.390
21.03.21;#5625;Germany;Bad Wildungen;Alaunstein;1;8.390
21.03.21;#5627;Germany;Senden;Alaunstein;1;8.390
21.03.21;#5634;Germany;Freudenberg;Alaunstein;1;8.380
21.03.21;#5647;Germany;Rödinghausen;Alaunstein;1;8.390
21.03.21;#5667;Germany;Pressig;Alaunstein;1;8.380
21.03.21;#5670;Germany;Lüneburg;Alaunstein;1;8.390
22.03.21;#5674;Germany;Bautzen;Alaunstein;1;8.390
22.03.21;#5679;Germany;Leverkusen;Alaunstein;1;8.390
22.03.21;#5702;Germany;Oerlinghausen;Alaunstein;1;8.380
22.03.21;#5705;Germany;St.goar;Alaunstein;1;8.390
22.03.21;#5706;Germany;Oldenburg;Alaunstein;1;8.390
22.03.21;#5708;Germany;Borsdorf;Alaunstein;1;8.390
22.03.21;#5726;Germany;Seelow;Alaunstein;1;8.390
22.03.21;#5727;Germany;Erlensee;Alaunstein;1;8.390
22.03.21;#5730;Germany;Neuburg;Alaunstein;1;8.380
22.03.21;#5744;Germany;Heiligenhaus;Alaunstein;1;8.380
22.03.21;#5746;Germany;Wuppertal;Alaunstein;1;8.390
22.03.21;#5756;Germany;Stuttgart;Alaunstein;1;8.390
23.03.21;#5758;Germany;Trebur;Alaunstein;1;8.390
23.03.21;#5769;Germany;Giessen;Alaunstein;1;8.390
23.03.21;#5792;Germany;Berlin;Alaunstein;1;8.390
23.03.21;#5801;Germany;Esslingen;Alaunstein;1;8.390
23.03.21;#5807;Germany;Berlin;Alaunstein;1;8.390
28.03.21;#5987;Germany;Garmisch P;Alaunstein;1;8.390
28.03.21;#5995;Germany;Berlin;Alaunstein;1;8.390
28.03.21;#6002;Germany;Neuss;Alaunstein;2;16.790
28.03.21;#6003;Germany;Auf Den Rotten;Alaunstein;1;8.390
28.03.21;#6027;Germany;Böbingen An Der Rems;Alaunstein;1;8.390
29.03.21;#6049;Germany;Waldorf;Alaunstein;1;8.390
29.03.21;#6050;Germany;Puchheim;Alaunstein;1;8.390
29.03.21;#6075;Germany;Ediger Eller;Alaunstein;1;8.390
30.03.21;#6109;Germany;Baden Baden;Alaunstein;1;8.390
30.03.21;#6110;Germany;Langenhorn;Alaunstein;1;8.380
30.03.21;#6117;Germany;Idar Oberstein;Alaunstein;1;8.390
31.03.21;#6135;Germany;Dranske;Alaunstein;1;8.390
01.04.21;#6145;Germany;Oberbergkirchen;Alaunstein;1;8.390
01.04.21;#6160;Germany;Homburg;Alaunstein;1;8.390
02.04.21;#6181;Germany;Rendsburg;Alaunstein;1;8.390
03.04.21;#6224;Germany;Hamdorf;Alaunstein;1;8.390
03.04.21;#6234;Germany;Hiddenhausen;Alaunstein;1;8.390
03.04.21;#6248;Germany;Hagen;Alaunstein;1;8.380
03.04.21;#6252;Germany;Freigericht;Alaunstein;1;8.380
03.04.21;#6263;Germany;Norderstedt;Alaunstein;1;8.390
04.04.21;#6274;Germany;Aalen;Alaunstein;1;8.390
04.04.21;#6275;Germany;Hainburg;Alaunstein;1;8.390
05.04.21;#6345;Germany;Ingelfingen;Alaunstein;2;16.790
05.04.21;#6349;Germany;Neudrossenfeld;Alaunstein;1;8.390
06.04.21;#6366;Germany;Barsinghausen;Alaunstein;1;8.390
06.04.21;#6375;Germany;Baesweiler;Alaunstein;1;8.390
06.04.21;#6385;Germany;Freisen;Alaunstein;1;8.390
06.04.21;#6386;Germany;Rastatt;Alaunstein;1;8.380
06.04.21;#6390;Germany;Furth Im Wald;Alaunstein;1;8.390
06.04.21;#6392;Germany;Oberasbach;Alaunstein;1;8.390
06.04.21;#6396;Germany;Bielefeld;Alaunstein;1;8.390
06.04.21;#6397;Germany;Bielefeld;Alaunstein;1;8.380
07.04.21;#6401;Germany;Regglisweiler;Alaunstein;1;8.390
07.04.21;#6403;Germany;Wörrstadt;Alaunstein;1;8.390
07.04.21;#6412;Germany;Schlat;Alaunstein;1;8.390
07.04.21;#6414;Germany;Blankenburg;Alaunstein;1;8.380
07.04.21;#6416;Germany;Fürth;Alaunstein;1;8.380
08.04.21;#6466;Germany;Dransfeld;Alaunstein;1;8.390
08.04.21;#6467;Germany;Hensbach;Alaunstein;1;8.390
09.04.21;#6473;Germany;Eschau;Alaunstein;1;8.390
09.04.21;#6475;Germany;Remshalden;Alaunstein;1;8.390
09.04.21;#6479;Germany;Blaichach;Alaunstein;1;8.380
09.04.21;#6484;Germany;Seitingen Oberflacht;Alaunstein;1;8.390
11.04.21;#6532;Germany;Meiningen;Alaunstein;1;8.390
13.04.21;#6601;Germany;Berlin;Alaunstein;1;8.380
14.04.21;#6624;Germany;Velden Mittelfr;Alaunstein;1;8.380
14.04.21;#6625;Germany;Duisburg;Alaunstein;1;8.380
14.04.21;#6629;Germany;Soest;Alaunstein;1;8.380
14.04.21;#6632;Germany;Wiesloch Baiertal;Alaunstein;1;8.390
14.04.21;#6652;Germany;Oberhausen;Alaunstein;1;8.390
15.04.21;#6654;Germany;Oldenburg;Alaunstein;1;8.390
15.04.21;#6657;Germany;Ansbach;Alaunstein;1;8.380
15.04.21;#6668;Germany;Berlin;Alaunstein;1;8.390
15.04.21;#6672;Germany;Bad Langensalza;Alaunstein;1;8.380
15.04.21;#6675;Germany;Orbis;Alaunstein;1;8.390
15.04.21;#6683;Germany;Leipzig;Alaunstein;1;8.390
15.04.21;#6686;Germany;Dargun;Alaunstein;1;8.390
16.04.21;#6709;Germany;Dortmund;Alaunstein;1;8.390
16.04.21;#6711;Germany;Würzburg;Alaunstein;1;8.390
16.04.21;#6716;Germany;Schwarzenberg;Alaunstein;1;8.380
17.04.21;#6744;Germany;Julbach;Alaunstein;1;8.380
17.04.21;#6748;Germany;Straubing;Alaunstein;1;8.390
17.04.21;#6750;Germany;Geretsried;Alaunstein;1;8.390
19.04.21;#6817;Germany;Gronau;Alaunstein;1;8.390
20.04.21;#6852;Germany;Gundremmingen;Alaunstein;1;8.380
20.04.21;#6854;Germany;Iserlohn;Alaunstein;2;16.790
20.04.21;#6858;Germany;Lörrach;Alaunstein;1;8.390
20.04.21;#6859;Germany;Ottenzell;Alaunstein;1;8.390
20.04.21;#6871;Germany;Frankfurt Am Main;Alaunstein;1;8.390
20.04.21;#6875;Germany;Ruppichteroth;Alaunstein;1;8.390
21.04.21;#6887;Germany;Ehingen;Alaunstein;1;8.390
21.04.21;#6889;Germany;Kaiserslautern Siegelbach;Alaunstein;1;8.380
21.04.21;#6911;Germany;Bamberg;Alaunstein;1;8.390
22.04.21;#6918;Germany;Hamm;Alaunstein;1;8.390
22.04.21;#6920;Germany;Herbertingen;Alaunstein;1;8.390
23.04.21;#6966;Germany;Erlenbach;Alaunstein;1;8.390
24.04.21;#6987;Germany;Kempen;Alaunstein;1;8.390
24.04.21;#6998;Germany;Deisslingen;Alaunstein;1;8.380
25.04.21;#7007;Germany;Dresden;Alaunstein;1;8.390
25.04.21;#7010;Germany;Delitzsch;Alaunstein;1;8.390
25.04.21;#7015;Germany;Pattensen;Alaunstein;1;8.390
25.04.21;#7029;Germany;Weilerswist;Alaunstein;1;8.390
25.04.21;#7038;Germany;Gifhorn;Alaunstein;1;8.390
25.04.21;#7039;Germany;Hannover;Alaunstein;1;8.380
26.04.21;#7045;Germany;Leutenbach;Alaunstein;1;8.390
26.04.21;#7058;Germany;Frankfurt;Alaunstein;1;8.390
26.04.21;#7059;Germany;Bonn;Alaunstein;1;8.390
26.04.21;#7072;Germany;Buchholz;Alaunstein;1;8.380
28.04.21;#7116;Germany;Rehfelde;Alaunstein;1;8.390
28.04.21;#7127;Germany;Elsdorf;Alaunstein;1;8.380
28.04.21;#7128;Germany;Schwanfeld;Alaunstein;1;8.390
28.04.21;#7136;Germany;Dresden;Alaunstein;1;8.390
29.04.21;#7148;Germany;Althengstett;Alaunstein;1;8.390
29.04.21;#7151;Germany;Bottenbach;Alaunstein;1;8.390
29.04.21;#7163;Germany;Leipzig;Alaunstein;1;8.390
29.04.21;#7172;Germany;Mülheim An Der Ruhr;Alaunstein;1;8.390
30.04.21;#7208;Germany;Fridolfing;Alaunstein;1;8.390
30.04.21;#7210;Germany;Neuhardenberg;Alaunstein;1;8.390
01.05.21;#7229;Germany;Dießen;Alaunstein;1;8.390
01.05.21;#7244;Germany;Brenk;Alaunstein;1;8.390
01.05.21;#7267;Germany;Welkenbach;Alaunstein;1;8.390
02.05.21;#7287;Germany;Biebelried;Alaunstein;1;8.380
02.05.21;#7288;Germany;Berlin;Alaunstein;1;8.390
02.05.21;#7293;Germany;Berlin;Alaunstein;1;8.390
02.05.21;#7212;Germany;Schwabach;Alaunstein;1;8.390
02.05.21;#7314;Germany;Pforzen;Alaunstein;1;8.390
02.05.21;#7321;Germany;Wuppertal;Alaunstein;1;8.390
03.05.21;#7360;Germany;Berlin;Alaunstein;1;8.390
03.05.21;#7365;Germany;Vissselhövede;Alaunstein;1;8.380
03.05.21;#7374;Germany;Landau;Alaunstein;1;8.390
03.05.21;#7388;Germany;Markgröningen;Alaunstein;1;8.390
03.05.21;#7389;Germany;Bad Friedrichshall;Alaunstein;1;8.390
03.05.21;#7393;Germany;Norden;Alaunstein;1;8.390
04.05.21;#7397;Germany;Untereisesheim;Alaunstein;1;8.390
04.05.21;#7412;Germany;Bühren;Alaunstein;1;8.390
05.05.21;#7473;Germany;Köln;Alaunstein;1;8.390
05.05.21;#7488;Germany;Ruschberg;Alaunstein;1;8.390
